,secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix
342045,108105.0,2020-02-03,SPX 200221C2210000,1,2020-02-21,,C,2210000.0,1031.6,1039.5,0.0,0.0,,,,,,131045937.0,1.0,1.0,100.0,0,,,,
342046,108105.0,2020-02-03,SPX 200221C2220000,1,2020-02-21,,C,2220000.0,1021.6,1029.5,0.0,0.0,,,,,,131045938.0,1.0,1.0,100.0,0,,,,
342047,108105.0,2020-02-03,SPX 200221C2225000,1,2020-02-21,,C,2225000.0,1016.6,1024.5,0.0,0.0,,,,,,130212747.0,1.0,1.0,100.0,0,,,,
342048,108105.0,2020-02-03,SPX 200221C2230000,1,2020-02-21,,C,2230000.0,1011.6,1019.5,0.0,0.0,,,,,,131045939.0,1.0,1.0,100.0,0,,,,
342049,108105.0,2020-02-03,SPX 200221C2240000,1,2020-02-21,,C,2240000.0,1001.7,1009.5,0.0,0.0,,,,,,131045940.0,1.0,1.0,100.0,0,,,,
342050,108105.0,2020-02-03,SPX 200221C2250000,1,2020-02-21,,C,2250000.0,991.7,999.5,0.0,0.0,,,,,,130212748.0,1.0,1.0,100.0,0,,,,
342051,108105.0,2020-02-03,SPX 200221C2260000,1,2020-02-21,,C,2260000.0,981.7,989.6,0.0,0.0,,,,,,131045941.0,1.0,1.0,100.0,0,,,,
342052,108105.0,2020-02-03,SPX 200221C2270000,1,2020-02-21,,C,2270000.0,971.7,979.6,0.0,0.0,,,,,,131045942.0,1.0,1.0,100.0,0,,,,
342053,108105.0,2020-02-03,SPX 200221C2275000,1,2020-02-21,,C,2275000.0,966.7,974.6,0.0,0.0,,,,,,130212749.0,1.0,1.0,100.0,0,,,,
342054,108105.0,2020-02-03,SPX 200221C2280000,1,2020-02-21,,C,2280000.0,961.7,969.6,0.0,0.0,,,,,,131045943.0,1.0,1.0,100.0,0,,,,
342055,108105.0,2020-02-03,SPX 200221C2290000,1,2020-02-21,,C,2290000.0,951.7,959.6,0.0,0.0,,,,,,131045944.0,1.0,1.0,100.0,0,,,,
342056,108105.0,2020-02-03,SPX 200221C2300000,1,2020-02-21,2020-01-31,C,2300000.0,941.7,949.6,0.0,101.0,,,,,,130212750.0,1.0,1.0,100.0,0,,,,
342057,108105.0,2020-02-03,SPX 200221C2310000,1,2020-02-21,,C,2310000.0,931.7,939.6,0.0,0.0,,,,,,131045945.0,1.0,1.0,100.0,0,,,,
342058,108105.0,2020-02-03,SPX 200221C2320000,1,2020-02-21,2020-01-30,C,2320000.0,921.8,929.6,0.0,15.0,,,,,,131045946.0,1.0,1.0,100.0,0,,,,
342059,108105.0,2020-02-03,SPX 200221C2325000,1,2020-02-21,2020-02-03,C,2325000.0,916.8,924.7,2.0,2.0,,,,,,130212751.0,1.0,1.0,100.0,0,,,,
342060,108105.0,2020-02-03,SPX 200221C2330000,1,2020-02-21,,C,2330000.0,911.8,919.7,0.0,0.0,,,,,,131045947.0,1.0,1.0,100.0,0,,,,
342061,108105.0,2020-02-03,SPX 200221C2340000,1,2020-02-21,,C,2340000.0,901.8,909.7,0.0,0.0,,,,,,131045948.0,1.0,1.0,100.0,0,,,,
342062,108105.0,2020-02-03,SPX 200221C2350000,1,2020-02-21,2020-01-17,C,2350000.0,891.8,899.7,0.0,1.0,,,,,,130212752.0,1.0,1.0,100.0,0,,,,
342063,108105.0,2020-02-03,SPX 200221C2360000,1,2020-02-21,,C,2360000.0,881.8,889.7,0.0,0.0,,,,,,131045949.0,1.0,1.0,100.0,0,,,,
342064,108105.0,2020-02-03,SPX 200221C2370000,1,2020-02-21,,C,2370000.0,871.8,879.7,0.0,0.0,,,,,,131045950.0,1.0,1.0,100.0,0,,,,
342065,108105.0,2020-02-03,SPX 200221C2375000,1,2020-02-21,,C,2375000.0,866.9,874.7,0.0,0.0,,,,,,130212753.0,1.0,1.0,100.0,0,,,,
342066,108105.0,2020-02-03,SPX 200221C2380000,1,2020-02-21,,C,2380000.0,861.9,869.7,0.0,0.0,,,,,,131045951.0,1.0,1.0,100.0,0,,,,
342067,108105.0,2020-02-03,SPX 200221C2390000,1,2020-02-21,,C,2390000.0,851.9,859.8,0.0,0.0,,,,,,131045952.0,1.0,1.0,100.0,0,,,,
342068,108105.0,2020-02-03,SPX 200221C2400000,1,2020-02-21,2019-12-23,C,2400000.0,841.9,849.8,0.0,3.0,,,,,,130212754.0,1.0,1.0,100.0,0,,,,
342069,108105.0,2020-02-03,SPX 200221C2410000,1,2020-02-21,,C,2410000.0,831.9,839.8,0.0,0.0,,,,,,131045953.0,1.0,1.0,100.0,0,,,,
342070,108105.0,2020-02-03,SPX 200221C2415000,1,2020-02-21,,C,2415000.0,826.9,834.8,0.0,0.0,,,,,,131045954.0,1.0,1.0,100.0,0,,,,
342071,108105.0,2020-02-03,SPX 200221C2420000,1,2020-02-21,,C,2420000.0,821.9,829.8,0.0,0.0,,,,,,131045955.0,1.0,1.0,100.0,0,,,,
342072,108105.0,2020-02-03,SPX 200221C2425000,1,2020-02-21,,C,2425000.0,817.0,824.8,0.0,0.0,,,,,,130212755.0,1.0,1.0,100.0,0,,,,
342073,108105.0,2020-02-03,SPX 200221C2430000,1,2020-02-21,,C,2430000.0,812.0,819.8,0.0,0.0,,,,,,131045956.0,1.0,1.0,100.0,0,,,,
342074,108105.0,2020-02-03,SPX 200221C2435000,1,2020-02-21,,C,2435000.0,807.0,814.8,0.0,0.0,,,,,,131045957.0,1.0,1.0,100.0,0,,,,
342075,108105.0,2020-02-03,SPX 200221C2440000,1,2020-02-21,,C,2440000.0,802.0,809.9,0.0,0.0,,,,,,131045958.0,1.0,1.0,100.0,0,,,,
342076,108105.0,2020-02-03,SPX 200221C2445000,1,2020-02-21,,C,2445000.0,797.0,804.9,0.0,0.0,,,,,,131045959.0,1.0,1.0,100.0,0,,,,
342077,108105.0,2020-02-03,SPX 200221C2450000,1,2020-02-21,,C,2450000.0,792.0,799.9,0.0,0.0,,,,,,130212756.0,1.0,1.0,100.0,0,,,,
342078,108105.0,2020-02-03,SPX 200221C2455000,1,2020-02-21,,C,2455000.0,787.0,794.9,0.0,0.0,,,,,,131045960.0,1.0,1.0,100.0,0,,,,
342079,108105.0,2020-02-03,SPX 200221C2460000,1,2020-02-21,,C,2460000.0,782.0,789.9,0.0,0.0,,,,,,131045961.0,1.0,1.0,100.0,0,,,,
342080,108105.0,2020-02-03,SPX 200221C2465000,1,2020-02-21,,C,2465000.0,777.0,784.9,0.0,0.0,,,,,,131045962.0,1.0,1.0,100.0,0,,,,
342081,108105.0,2020-02-03,SPX 200221C2470000,1,2020-02-21,,C,2470000.0,772.0,779.9,0.0,0.0,,,,,,131045963.0,1.0,1.0,100.0,0,,,,
342082,108105.0,2020-02-03,SPX 200221C2475000,1,2020-02-21,,C,2475000.0,767.1,774.9,0.0,0.0,,,,,,130212757.0,1.0,1.0,100.0,0,,,,
342083,108105.0,2020-02-03,SPX 200221C2480000,1,2020-02-21,,C,2480000.0,762.1,769.9,0.0,0.0,,,,,,131045964.0,1.0,1.0,100.0,0,,,,
342084,108105.0,2020-02-03,SPX 200221C2485000,1,2020-02-21,,C,2485000.0,757.1,765.0,0.0,0.0,,,,,,131045965.0,1.0,1.0,100.0,0,,,,
342085,108105.0,2020-02-03,SPX 200221C2490000,1,2020-02-21,,C,2490000.0,752.1,760.0,0.0,0.0,,,,,,131045966.0,1.0,1.0,100.0,0,,,,
342086,108105.0,2020-02-03,SPX 200221C2495000,1,2020-02-21,,C,2495000.0,747.1,755.0,0.0,0.0,,,,,,131045967.0,1.0,1.0,100.0,0,,,,
342087,108105.0,2020-02-03,SPX 200221C2500000,1,2020-02-21,2020-01-21,C,2500000.0,742.1,750.0,0.0,199.0,,,,,,130212758.0,1.0,1.0,100.0,0,,,,
342088,108105.0,2020-02-03,SPX 200221C2505000,1,2020-02-21,,C,2505000.0,737.1,745.0,0.0,0.0,,,,,,131045968.0,1.0,1.0,100.0,0,,,,
342089,108105.0,2020-02-03,SPX 200221C2510000,1,2020-02-21,2020-01-28,C,2510000.0,732.1,740.0,0.0,33.0,,,,,,131045969.0,1.0,1.0,100.0,0,,,,
342090,108105.0,2020-02-03,SPX 200221C2515000,1,2020-02-21,,C,2515000.0,727.1,735.0,0.0,0.0,,,,,,131045970.0,1.0,1.0,100.0,0,,,,
342091,108105.0,2020-02-03,SPX 200221C2520000,1,2020-02-21,,C,2520000.0,722.1,730.0,0.0,0.0,,,,,,131045971.0,1.0,1.0,100.0,0,,,,
342092,108105.0,2020-02-03,SPX 200221C2525000,1,2020-02-21,,C,2525000.0,717.2,725.0,0.0,0.0,,,,,,130212759.0,1.0,1.0,100.0,0,,,,
342093,108105.0,2020-02-03,SPX 200221C2530000,1,2020-02-21,,C,2530000.0,712.2,720.0,0.0,0.0,,,,,,131045972.0,1.0,1.0,100.0,0,,,,
342094,108105.0,2020-02-03,SPX 200221C2535000,1,2020-02-21,,C,2535000.0,707.2,715.1,0.0,0.0,,,,,,131045973.0,1.0,1.0,100.0,0,,,,
342095,108105.0,2020-02-03,SPX 200221C2540000,1,2020-02-21,,C,2540000.0,702.2,710.1,0.0,0.0,,,,,,131045974.0,1.0,1.0,100.0,0,,,,
342096,108105.0,2020-02-03,SPX 200221C2545000,1,2020-02-21,,C,2545000.0,697.2,705.1,0.0,0.0,,,,,,131045975.0,1.0,1.0,100.0,0,,,,
342097,108105.0,2020-02-03,SPX 200221C2550000,1,2020-02-21,,C,2550000.0,692.2,700.1,0.0,0.0,,,,,,130212760.0,1.0,1.0,100.0,0,,,,
342098,108105.0,2020-02-03,SPX 200221C2555000,1,2020-02-21,,C,2555000.0,687.2,695.1,0.0,0.0,,,,,,131045976.0,1.0,1.0,100.0,0,,,,
342099,108105.0,2020-02-03,SPX 200221C2560000,1,2020-02-21,,C,2560000.0,682.2,690.1,0.0,0.0,,,,,,131045977.0,1.0,1.0,100.0,0,,,,
342100,108105.0,2020-02-03,SPX 200221C2565000,1,2020-02-21,,C,2565000.0,677.2,685.1,0.0,0.0,,,,,,131045978.0,1.0,1.0,100.0,0,,,,
342101,108105.0,2020-02-03,SPX 200221C2570000,1,2020-02-21,,C,2570000.0,672.3,680.1,0.0,0.0,,,,,,131045979.0,1.0,1.0,100.0,0,,,,
342102,108105.0,2020-02-03,SPX 200221C2575000,1,2020-02-21,2020-01-27,C,2575000.0,667.3,675.1,0.0,21.0,,,,,,130212761.0,1.0,1.0,100.0,0,,,,
342103,108105.0,2020-02-03,SPX 200221C2580000,1,2020-02-21,,C,2580000.0,662.3,670.2,0.0,0.0,,,,,,131045980.0,1.0,1.0,100.0,0,,,,
342104,108105.0,2020-02-03,SPX 200221C2585000,1,2020-02-21,,C,2585000.0,657.3,665.2,0.0,0.0,,,,,,131045981.0,1.0,1.0,100.0,0,,,,
342105,108105.0,2020-02-03,SPX 200221C2590000,1,2020-02-21,2020-01-09,C,2590000.0,652.3,660.2,0.0,25.0,,,,,,131045982.0,1.0,1.0,100.0,0,,,,
342106,108105.0,2020-02-03,SPX 200221C2595000,1,2020-02-21,,C,2595000.0,647.3,655.2,0.0,0.0,,,,,,131045983.0,1.0,1.0,100.0,0,,,,
342107,108105.0,2020-02-03,SPX 200221C2600000,1,2020-02-21,2019-09-25,C,2600000.0,642.3,650.2,0.0,0.0,,,,,,130212762.0,1.0,1.0,100.0,0,,,,
342108,108105.0,2020-02-03,SPX 200221C2605000,1,2020-02-21,,C,2605000.0,637.4,645.2,0.0,0.0,,,,,,131045984.0,1.0,1.0,100.0,0,,,,
342109,108105.0,2020-02-03,SPX 200221C2610000,1,2020-02-21,,C,2610000.0,632.4,640.2,0.0,0.0,,,,,,131045985.0,1.0,1.0,100.0,0,,,,
342110,108105.0,2020-02-03,SPX 200221C2615000,1,2020-02-21,,C,2615000.0,627.4,635.3,0.0,0.0,,,,,,131045986.0,1.0,1.0,100.0,0,,,,
342111,108105.0,2020-02-03,SPX 200221C2620000,1,2020-02-21,,C,2620000.0,622.4,630.3,0.0,0.0,,,,,,131045987.0,1.0,1.0,100.0,0,,,,
342112,108105.0,2020-02-03,SPX 200221C2625000,1,2020-02-21,,C,2625000.0,617.4,625.3,0.0,0.0,,,,,,130212763.0,1.0,1.0,100.0,0,,,,
