,secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix
71580,108105.0,1996-12-03,09D81.72,0,1997-03-22,1996-11-27,P,695000.0,11.25,12.0,0.0,349.0,0.215016,-0.219282,0.003382,119.3629,-38.14729,10322290.0,1.0,1.0,100.0,0,,,09D81,72
71581,108105.0,1996-12-03,09CFD.A1,0,1997-09-20,,C,600000.0,165.125,167.125,0.0,0.0,0.223509,0.890603,0.001084,107.4262,-26.21466,10288545.0,1.0,1.0,100.0,0,,,09CFD,A1
71582,108105.0,1996-12-03,09CD7.BC,0,1997-01-18,1996-12-03,P,740000.0,14.875,15.0,131.0,6025.0,0.194485,-0.398861,0.007623,100.0755,-70.76336,10278844.0,1.0,1.0,100.0,0,,,09CD7,BC
71583,108105.0,1996-12-03,09DD3.F8,0,1996-12-21,1996-12-03,P,720000.0,3.0,3.25,3850.0,3716.0,0.208272,-0.174413,0.00788,40.28283,-91.52161,10343416.0,1.0,1.0,100.0,0,,,09DD3,F8
71584,108105.0,1996-12-03,09CD8.9D,0,1997-06-21,1996-11-26,C,625000.0,136.75,137.75,0.0,1642.0,0.216602,0.892896,0.001396,91.85108,-30.95312,10279069.0,1.0,1.0,100.0,0,,,09CD8,9D
71585,108105.0,1996-12-03,09DAD.3B,0,1997-02-22,1996-11-26,P,790000.0,46.5,47.5,0.0,10700.0,0.174571,-0.703795,0.005624,118.9773,-29.36634,10333499.0,1.0,1.0,100.0,0,,,09DAD,3B
71586,108105.0,1996-12-03,09D25.B2,0,1996-12-21,1996-11-25,C,500000.0,243.875,244.875,0.0,1110.0,,,,,,10298802.0,1.0,1.0,100.0,0,,,09D25,B2
71587,108105.0,1996-12-03,09D49.50,0,1997-02-22,1996-11-26,C,730000.0,36.125,37.125,0.0,727.0,0.171997,0.663298,0.006038,125.8617,-63.07309,10307920.0,1.0,1.0,100.0,0,,,09D49,50
71588,108105.0,1996-12-03,09D28.34,0,1998-06-20,1996-12-02,P,775000.0,54.125,56.125,0.0,708.0,0.169158,-0.416706,0.00241,351.4234,-6.37971,10299444.0,1.0,1.0,100.0,0,,,09D28,34
71589,108105.0,1996-12-03,09D6B.77,0,1996-12-21,1996-11-27,C,450000.0,293.75,294.75,0.0,77.0,,,,,,10316663.0,1.0,1.0,100.0,0,,,09D6B,77
71590,108105.0,1996-12-03,09E7D.5B,0,1997-02-22,1996-11-26,P,550000.0,0.25,0.5,0.0,100.0,0.300326,-0.010106,0.000257,9.357623,-6.241537,10386779.0,1.0,1.0,100.0,0,,,09E7D,5B
71591,108105.0,1996-12-03,09E54.02,0,1997-02-22,1996-12-02,C,550000.0,197.25,198.25,0.0,155.0,,,,,,10376194.0,1.0,1.0,100.0,0,,,09E54,02
71592,108105.0,1996-12-03,09931.45,0,1997-06-21,1996-11-15,C,740000.0,48.375,49.375,0.0,748.0,0.177826,0.600385,0.003866,208.8281,-45.10567,10039621.0,1.0,1.0,100.0,0,,,09931,45
71593,108105.0,1996-12-03,09E54.EE,0,1998-06-20,1996-11-27,P,800000.0,64.25,66.25,0.0,137.0,0.162414,-0.477469,0.002546,356.4416,-3.87246,10376430.0,1.0,1.0,100.0,0,,,09E54,EE
71594,108105.0,1996-12-03,09ED2.7E,0,1997-12-20,1996-11-26,C,725000.0,78.25,80.25,0.0,2204.0,0.187577,0.648501,0.002477,270.839,-34.87725,10408574.0,1.0,1.0,100.0,0,,,09ED2,7E
71595,108105.0,1996-12-03,09E80.A6,0,1997-03-22,1996-12-02,C,630000.0,123.75,124.75,0.0,10.0,0.19569,0.95387,0.00106,34.04136,-26.16667,10387622.0,1.0,1.0,100.0,0,,,09E80,A6
71596,108105.0,1996-12-03,09D71.5D,0,1997-03-22,1996-11-11,P,645000.0,5.25,5.75,0.0,342.0,0.248494,-0.107185,0.001829,74.6212,-28.88655,10318173.0,1.0,1.0,100.0,0,,,09D71,5D
71597,108105.0,1996-12-03,09D73.AC,0,1997-12-20,1996-11-08,C,650000.0,131.875,133.875,0.0,5830.0,0.211155,0.797469,0.001594,196.25,-30.81654,10318764.0,1.0,1.0,100.0,0,,,09D73,AC
71598,108105.0,1996-12-03,0993A.AA,0,1997-06-21,1996-11-26,P,525000.0,1.625,1.875,0.0,1950.0,0.278359,-0.027627,0.000413,34.93735,-8.242651,10042026.0,1.0,1.0,100.0,0,,,0993A,AA
71599,108105.0,1996-12-03,09E11.A2,0,1998-06-20,1996-12-03,P,600000.0,13.375,14.625,600.0,2618.0,0.216819,-0.123253,0.001001,187.0776,-9.479115,10359202.0,1.0,1.0,100.0,0,,,09E11,A2
71600,108105.0,1996-12-03,09EDC.8B,0,1996-12-21,1996-12-03,P,730000.0,4.5,5.0,1281.0,9929.0,0.194645,-0.254269,0.010509,50.20564,-105.3685,10411147.0,1.0,1.0,100.0,0,,,09EDC,8B
71601,108105.0,1996-12-03,09E62.01,0,1998-06-20,1996-12-03,P,625000.0,16.75,18.0,1.0,2976.0,0.209671,-0.150751,0.001186,214.4088,-10.06773,10379777.0,1.0,1.0,100.0,0,,,09E62,01
71602,108105.0,1996-12-03,09E62.41,0,1997-03-22,1996-11-21,C,810000.0,5.625,6.125,0.0,3.0,0.142901,0.190586,0.004683,109.8389,-30.77794,10379841.0,1.0,1.0,100.0,0,,,09E62,41
71603,108105.0,1996-12-03,09D7B.7F,0,1998-06-20,1996-11-07,P,575000.0,10.625,11.875,0.0,58.0,0.224453,-0.100092,0.000834,161.3637,-8.769293,10320767.0,1.0,1.0,100.0,0,,,09D7B,7F
71604,108105.0,1996-12-03,09D7B.85,0,1997-02-22,1996-12-03,C,800000.0,4.875,5.25,80.0,846.0,0.142922,0.190319,0.005448,94.3683,-35.20735,10320773.0,1.0,1.0,100.0,0,,,09D7B,85
71605,108105.0,1996-12-03,09D99.13,0,1997-06-21,1996-12-02,C,750000.0,42.25,43.25,0.0,3943.0,0.173557,0.561484,0.004053,213.6454,-44.51308,10328339.0,1.0,1.0,100.0,0,,,09D99,13
71606,108105.0,1996-12-03,09DE8.A8,0,1997-12-20,1996-09-16,C,625000.0,151.75,153.75,0.0,1073.0,0.219526,0.833114,0.001325,169.5224,-28.50011,10348712.0,1.0,1.0,100.0,0,,,09DE8,A8
71607,108105.0,1996-12-03,09F54.E6,0,1997-01-18,1996-12-03,C,600000.0,146.5,147.5,30.0,1005.0,,,,,,10441958.0,1.0,1.0,100.0,0,,,09F54,E6
71608,108105.0,1996-12-03,09E91.03,0,1997-01-18,1996-11-26,P,780000.0,36.625,37.625,0.0,0.0,0.184775,-0.709289,0.007093,88.4593,-49.48785,10391811.0,1.0,1.0,100.0,0,,,09E91,03
71609,108105.0,1996-12-03,09E1A.9A,0,1997-02-22,,P,780000.0,39.625,40.625,0.0,0.0,0.175546,-0.647093,0.006025,128.1694,-35.03273,10361498.0,1.0,1.0,100.0,0,,,09E1A,9A
71610,108105.0,1996-12-03,09DEF.D9,0,1997-01-18,,C,745000.0,19.375,20.125,0.0,0.0,0.161064,0.566768,0.009365,101.8091,-79.89647,10350553.0,1.0,1.0,100.0,0,,,09DEF,D9
71611,108105.0,1996-12-03,09E44.BC,0,1996-12-21,1996-12-03,C,700000.0,46.125,47.125,2.0,313.0,,,,,,10372284.0,1.0,1.0,100.0,0,,,09E44,BC
71612,108105.0,1996-12-03,09DF1.72,0,1997-03-22,1996-11-27,C,675000.0,84.0,85.0,0.0,33394.0,0.198674,0.856881,0.002703,88.13065,-44.66361,10350962.0,1.0,1.0,100.0,0,,,09DF1,72
71613,108105.0,1996-12-03,09DF4.16,0,1997-01-18,1996-12-03,C,800000.0,1.6875,1.9375,118.0,2558.0,0.14227,0.104672,0.004904,47.09532,-30.08734,10351638.0,1.0,1.0,100.0,0,,,09DF4,16
71614,108105.0,1996-12-03,09F85.16,0,1996-12-21,1996-12-03,P,715000.0,2.375,2.875,632.0,8248.0,0.217573,-0.146471,0.00673,35.93806,-85.6814,10454294.0,1.0,1.0,100.0,0,,,09F85,16
71615,108105.0,1996-12-03,09F5E.B0,0,1996-12-21,1996-11-21,C,640000.0,104.5,105.5,0.0,1426.0,,,,,,10444464.0,1.0,1.0,100.0,0,,,09F5E,B0
71616,108105.0,1996-12-03,09F15.44,0,1996-12-21,1996-12-03,P,750000.0,12.0,12.5,1786.0,9312.0,0.190376,-0.501031,0.013361,62.43229,-123.3964,10425668.0,1.0,1.0,100.0,0,,,09F15,44
71617,108105.0,1996-12-03,09F87.CF,0,1996-12-21,1996-12-03,C,760000.0,4.125,4.5,2807.0,163.0,0.137146,0.31524,0.016528,55.63719,-94.02579,10454991.0,1.0,1.0,100.0,0,,,09F87,CF
71618,108105.0,1996-12-03,09F3D.28,0,1997-01-18,1996-12-03,C,770000.0,7.875,8.375,35.0,3228.0,0.150874,0.325518,0.009172,93.40134,-65.45265,10435880.0,1.0,1.0,100.0,0,,,09F3D,28
